"","X","nuvirdi","teg_eign","ibm2","fjbilsk","fjherb","fjstof","matssvaedi","nafn_baer"
"1954",1954,30358,"Íbúðareign",121.6,1,2,1,340,"Kópavogur: Lindir, Salir"
"1955",1955,23885,"Íbúðareign",130.6,0,1,1,300,"Kópavogur: Vesturbær"
"1956",1956,68029,"Einbýlishús",202.7,0,3,2,500,"Garðabær"
"1957",1957,17500,"Íbúðareign",70.6,0,1,1,90,"Holt/Tún"
"1958",1958,31000,"Íbúðareign",80.9,0,2,1,70,"Melar: Að sjó"
"1959",1959,38457,"Einbýlishús",204.9,0,5,1,6030,"Akureyri: Efri brekka"
"1960",1960,26168,"Íbúðareign",85.7,0,2,1,80,"Hlíðar"
"1961",1961,31273,"Íbúðareign",91.3,1,2,1,6030,"Akureyri: Efri brekka"
"1962",1962,17226,"Íbúðareign",73.8,0,2,1,320,"Kópavogur: Austurbær"
"1963",1963,41300,"Raðhús",134.7,0,4,2,200,"Árbær"
"1964",1964,15414,"Íbúðareign",68.1,0,1,1,170,"Neðra-Breiðholt"
"1965",1965,19972,"Íbúðareign",57.2,0,1,1,300,"Kópavogur: Vesturbær"
"1966",1966,1200,"Íbúðareign",89.3,0,3,2,3000,"Akranes"
"1967",1967,2250,"Einbýlishús",156.3,0,5,2,3000,"Akranes"
"1968",1968,1050,"Íbúðareign",150.9,0,4,1,3000,"Akranes"
"1969",1969,750,"Íbúðareign",87,0,2,1,3000,"Akranes"
"1970",1970,39900,"Einbýlishús",132.8,0,8,1,281,"Réttarholt"
"1971",1971,14600,"Íbúðareign",60.3,0,1,1,100,"Laugarneshverfi/Vogar"
"1972",1972,67446,"Íbúðareign",174.3,1,2,2,100,"Laugarneshverfi/Vogar"
"1973",1973,32041,"Íbúðareign",101.7,1,2,1,100,"Laugarneshverfi/Vogar"
"1974",1974,20366,"Íbúðareign",79.5,1,3,1,72,"Hagar/Melar vestan Hofsvallagötu"
"1975",1975,27614,"Einbýlishús",172,0,4,1,2040,"Njarðvík"
"1976",1976,17804,"Íbúðareign",79.8,0,2,1,600,"Hafnarfjörður"
"1977",1977,18789,"Íbúðareign",80.3,0,2,1,630,"Hafnarfjörður - Vellir"
"1978",1978,19000,"Íbúðareign",78.1,0,2,1,320,"Kópavogur: Austurbær"
"1979",1979,35468,"Íbúðareign",105.1,1,2,1,320,"Kópavogur: Austurbær"
"1980",1980,9888,"Einbýlishús",134.7,0,4,1,7220,"Höfn: Nesjahverfi"
"1981",1981,39648,"Íbúðareign",140.6,2,2,1,90,"Holt/Tún"
"1982",1982,14368,"Íbúðareign",60.6,0,1,1,150,"Seljahverfi"
"1983",1983,21681,"Íbúðareign",69.6,0,1,1,280,"Fossvogur"
"1984",1984,14993,"Íbúðareign",73.4,0,1,1,150,"Seljahverfi"
"1985",1985,21927,"Íbúðareign",101.1,0,3,1,150,"Seljahverfi"
"1986",1986,17616,"Íbúðareign",68.9,0,1,1,180,"Grafarholt"
"1987",1987,49625,"Einbýlishús",185,0,4,3,150,"Seljahverfi"
"1988",1988,18762,"Íbúðareign",86.1,0,2,1,300,"Kópavogur: Vesturbær"
"1989",1989,17683,"Íbúðareign",125.5,0,4,1,3000,"Akranes"
"1990",1990,6587,"Íbúðareign",104.4,0,3,1,2060,"Grindavík"
"1991",1991,7539,"Íbúðareign",124.6,0,4,2,2060,"Grindavík"
"1992",1992,38931,"Einbýlishús",207.3,0,3,2,150,"Seljahverfi"
"1993",1993,11325,"Íbúðareign",75.8,0,2,1,6030,"Akureyri: Efri brekka"
"1994",1994,11542,"Raðhús",108.2,0,3,1,6070,"Árskógssandur/Hauganes"
"1995",1995,19156,"Íbúðareign",103,0,3,1,6030,"Akureyri: Efri brekka"
"1996",1996,12409,"Íbúðareign",82.9,0,3,1,6030,"Akureyri: Efri brekka"
"1997",1997,24905,"Íbúðareign",110,0,3,1,6010,"Akureyri: Naustahverfi"
"1998",1998,34739,"Einbýlishús",190,0,6,2,680,"Hafnarfjörður - Börð"
"1999",1999,29500,"Íbúðareign",126,0,3,2,210,"Ártúnsholt/Höfðar"
"2000",2000,26131,"Einbýlishús",150.3,0,3,1,8010,"Selfoss"
"2001",2001,39648,"Raðhús",198,1,3,2,280,"Fossvogur"
"2002",2002,18979,"Einbýlishús",117.4,0,3,1,8020,"Hveragerði"
"2003",2003,23793,"Íbúðareign",88,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"2004",2004,34014,"Parhús",138.1,0,3,2,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"2005",2005,46825,"Einbýlishús",149.5,0,4,2,150,"Seljahverfi"
"2006",2006,18460,"Íbúðareign",53.3,0,2,1,320,"Kópavogur: Austurbær"
"2007",2007,37380,"Einbýlishús",149.9,0,5,2,300,"Kópavogur: Vesturbær"
"2008",2008,20845,"Íbúðareign",58.8,0,1,1,300,"Kópavogur: Vesturbær"
"2009",2009,25021,"Íbúðareign",94.1,0,2,1,351,"Kópavogur: Kórar"
"2010",2010,24032,"Íbúðareign",100,0,3,1,330,"Kópavogur: Hjallar, Smárar"
"2011",2011,18287,"Raðhús",93.2,0,3,1,3120,"Stykkishólmur"
"2012",2012,19583,"Íbúðareign",88,0,2,1,8010,"Selfoss"
"2013",2013,19600,"Einbýlishús",71,0,2,1,500,"Garðabær"
"2014",2014,11240,"Íbúðareign",99.2,0,2,1,7210,"Höfn"
"2015",2015,42497,"Íbúðareign",140.8,1,3,1,320,"Kópavogur: Austurbær"
"2016",2016,27156,"Íbúðareign",77.5,0,3,1,72,"Hagar/Melar vestan Hofsvallagötu"
"2017",2017,53696,"Einbýlishús",219.7,0,6,2,220,"Selás"
"2018",2018,38388,"Raðhús",181.5,0,4,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"2019",2019,29400,"Íbúðareign",119.2,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"2020",2020,84428,"Einbýlishús",294.1,0,4,2,300,"Kópavogur: Vesturbær"
"2021",2021,45118,"Parhús",163.8,0,4,2,340,"Kópavogur: Lindir, Salir"
"2022",2022,36751,"Íbúðareign",119.9,0,2,1,350,"Kópavogur: Hvörf, Þing"
"2023",2023,26898,"Íbúðareign",122.5,0,3,1,351,"Kópavogur: Kórar"
"2024",2024,56515,"Einbýlishús",171.1,0,4,2,350,"Kópavogur: Hvörf, Þing"
"2025",2025,21358,"Íbúðareign",91.1,0,2,1,351,"Kópavogur: Kórar"
"2026",2026,26940,"Íbúðareign",110.8,1,3,1,180,"Grafarholt"
"2027",2027,24941,"Raðhús",111.4,0,3,1,8010,"Selfoss"
"2028",2028,15000,"Íbúðareign",76.9,0,2,1,170,"Neðra-Breiðholt"
"2029",2029,11384,"Íbúðareign",57.7,0,1,1,161,"Fell"
"2030",2030,24360,"Íbúðareign",104.1,1,3,1,91,"Háaleiti/Skeifa"
"2031",2031,19691,"Íbúðareign",59.5,1,1,1,283,"Hvassaleiti"
"2032",2032,18864,"Íbúðareign",88.5,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"2033",2033,53780,"Raðhús",204.7,0,3,1,511,"Garðabær: Akrahverfi"
"2034",2034,20218,"Íbúðareign",88.1,0,2,1,80,"Hlíðar"
"2035",2035,21370,"Íbúðareign",100.2,0,2,2,100,"Laugarneshverfi/Vogar"
"2036",2036,34500,"Raðhús",193.1,0,3,2,181,"Úlfarsárdalur"
"2037",2037,17747,"Íbúðareign",88.5,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"2038",2038,15701,"Íbúðareign",64.6,0,1,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"2039",2039,17165,"Íbúðareign",106.9,0,4,1,150,"Seljahverfi"
"2040",2040,23381,"Íbúðareign",77.9,0,1,2,20,"Miðbær: Frá Tjörn að Snorrabraut"
"2041",2041,57580,"Íbúðareign",181.1,0,6,2,70,"Melar: Að sjó"
"2042",2042,19111,"Íbúðareign",82.7,0,2,1,150,"Seljahverfi"
"2043",2043,28797,"Einbýlishús",162.4,0,5,1,4100,"Ísafjörður: Eldri byggð"
"2044",2044,24164,"Raðhús",151.8,0,4,2,6030,"Akureyri: Efri brekka"
"2045",2045,8065,"Íbúðareign",68.6,0,1,1,6140,"Dalvík"
"2046",2046,11106,"Einbýlishús",114.3,0,5,1,8150,"Vík"
"2047",2047,21756,"Íbúðareign",144.9,0,3,2,2040,"Njarðvík"
"2048",2048,22476,"Raðhús",98,0,2,1,2060,"Grindavík"
"2049",2049,18315,"Íbúðareign",69,0,1,1,500,"Garðabær"
"2050",2050,35180,"Íbúðareign",152,0,4,1,630,"Hafnarfjörður - Vellir"
"2051",2051,20409,"Íbúðareign",74.5,0,1,1,400,"Seltjarnarnes"
"2052",2052,12500,"Íbúðareign",57.5,0,1,1,160,"Hólar, Berg"
"2053",2053,25870,"Einbýlishús",125.3,0,3,1,5135,"Skagafjörður"
"2054",2054,12993,"Íbúðareign",63.6,0,1,1,160,"Hólar, Berg"
"2055",2055,18155,"Íbúðareign",60.1,0,1,1,80,"Hlíðar"
"2056",2056,28397,"Íbúðareign",120.4,0,3,1,640,"Hafnarfjörður - Ásland"
"2057",2057,34672,"Íbúðareign",106.2,1,2,1,320,"Kópavogur: Austurbær"
"2058",2058,20000,"Íbúðareign",73.7,0,2,1,320,"Kópavogur: Austurbær"
"2059",2059,27843,"Íbúðareign",114.8,1,3,1,340,"Kópavogur: Lindir, Salir"
"2060",2060,21076,"Íbúðareign",70.3,1,1,1,351,"Kópavogur: Kórar"
"2061",2061,27448,"Íbúðareign",103.5,0,3,1,320,"Kópavogur: Austurbær"
"2062",2062,26000,"Íbúðareign",96.3,1,2,1,600,"Hafnarfjörður"
"2063",2063,49767,"Einbýlishús",361.3,0,7,2,800,"Mosfellsbær"
"2064",2064,24530,"Íbúðareign",86.4,1,2,1,640,"Hafnarfjörður - Ásland"
"2065",2065,50453,"Parhús",177.2,0,5,2,340,"Kópavogur: Lindir, Salir"
"2066",2066,34472,"Íbúðareign",120.3,1,2,1,600,"Hafnarfjörður"
"2067",2067,39557,"Einbýlishús",140,0,4,2,600,"Hafnarfjörður"
"2068",2068,34572,"Íbúðareign",141.8,0,3,1,810,"Mosfellsbær: Teigar, Krikar"
"2069",2069,23815,"Íbúðareign",93,0,3,1,280,"Fossvogur"
"2070",2070,22692,"Íbúðareign",96.9,0,3,1,72,"Hagar/Melar vestan Hofsvallagötu"
"2071",2071,39844,"Íbúðareign",124.2,2,2,1,90,"Holt/Tún"
"2072",2072,16560,"Íbúðareign",83,0,2,1,400,"Seltjarnarnes"
"2073",2073,22872,"Íbúðareign",91.4,1,2,1,680,"Hafnarfjörður - Börð"
"2074",2074,14237,"Einbýlishús",161.2,0,6,1,6215,"Suður-þingeyjarsýsla"
"2075",2075,60263,"Einbýlishús",232.9,0,4,2,220,"Selás"
"2076",2076,29279,"Íbúðareign",93.8,0,4,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"2077",2077,19765,"Íbúðareign",94,0,2,1,220,"Selás"
"2078",2078,15302,"Íbúðareign",45,0,2,1,80,"Hlíðar"
"2079",2079,38592,"Parhús",170.9,0,4,1,3000,"Akranes"
"2080",2080,13005,"Íbúðareign",66.2,0,2,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"2081",2081,22965,"Íbúðareign",96.5,0,2,1,500,"Garðabær"
"2082",2082,25747,"Íbúðareign",77.7,0,2,1,300,"Kópavogur: Vesturbær"
"2083",2083,22845,"Íbúðareign",78.7,1,2,1,340,"Kópavogur: Lindir, Salir"
"2084",2084,35014,"Íbúðareign",115.5,0,3,1,90,"Holt/Tún"
"2085",2085,17382,"Íbúðareign",95,0,3,1,150,"Seljahverfi"
"2086",2086,28790,"Raðhús",135.9,0,3,2,100,"Laugarneshverfi/Vogar"
"2087",2087,20270,"Einbýlishús",130,0,4,2,2020,"Sandgerði"
"2088",2088,15737,"Íbúðareign",62.3,0,1,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"2089",2089,11211,"Íbúðareign",68.1,0,2,1,170,"Neðra-Breiðholt"
"2090",2090,11195,"Íbúðareign",49.1,0,1,1,200,"Árbær"
"2091",2091,21835,"Íbúðareign",69.1,1,2,1,510,"Garðabær: Sjáland"
"2092",2092,14896,"Íbúðareign",65.9,0,1,1,600,"Hafnarfjörður"
"2093",2093,42212,"Einbýlishús",200.1,0,3,3,100,"Laugarneshverfi/Vogar"
"2094",2094,31793,"Íbúðareign",79.5,0,2,2,283,"Hvassaleiti"
"2095",2095,15695,"Íbúðareign",47,0,1,1,100,"Laugarneshverfi/Vogar"
"2096",2096,38449,"Einbýlishús",148,0,4,1,800,"Mosfellsbær"
"2097",2097,36728,"Parhús",138,0,3,1,800,"Mosfellsbær"
"2098",2098,19178,"Íbúðareign",83.5,0,1,1,100,"Laugarneshverfi/Vogar"
"2099",2099,11568,"Íbúðareign",57.7,0,1,1,160,"Hólar, Berg"
"2100",2100,16326,"Íbúðareign",44.1,0,1,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"2101",2101,24448,"Íbúðareign",100.6,0,2,1,70,"Melar: Að sjó"
"2102",2102,24642,"Íbúðareign",69.9,0,2,2,20,"Miðbær: Frá Tjörn að Snorrabraut"
"2103",2103,20382,"Íbúðareign",73.6,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"2104",2104,57483,"Íbúðareign",124.4,2,2,3,20,"Miðbær: Frá Tjörn að Snorrabraut"
"2105",2105,34965,"Raðhús",210.6,0,7,2,150,"Seljahverfi"
"2106",2106,13218,"Íbúðareign",54.8,0,1,1,220,"Selás"
"2107",2107,47648,"Einbýlishús",158.1,0,4,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"2108",2108,30780,"Íbúðareign",119.1,1,4,1,180,"Grafarholt"
"2109",2109,18946,"Íbúðareign",98.8,0,3,1,160,"Hólar, Berg"
"2110",2110,34296,"Einbýlishús",98.4,0,3,1,281,"Réttarholt"
"2111",2111,17041,"Íbúðareign",67,0,2,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"2112",2112,48369,"Raðhús",180.1,0,5,2,280,"Fossvogur"
"2113",2113,19200,"Íbúðareign",108.1,0,3,2,200,"Árbær"
"2114",2114,25772,"Íbúðareign",79.7,1,1,1,100,"Laugarneshverfi/Vogar"
"2115",2115,32749,"Einbýlishús",146.7,0,4,1,5110,"Sauðárkrókur"
"2116",2116,19400,"Íbúðareign",101.3,0,3,1,6030,"Akureyri: Efri brekka"
"2117",2117,24899,"Einbýlishús",199.4,0,6,1,8200,"Vestmannaeyjar"
"2118",2118,13469,"Íbúðareign",84.6,0,2,1,8200,"Vestmannaeyjar"
"2119",2119,23972,"Einbýlishús",136.4,0,4,1,2050,"Keflavík"
"2120",2120,18904,"Íbúðareign",114.1,0,3,1,2040,"Njarðvík"
"2121",2121,36462,"Einbýlishús",186.3,0,4,1,2040,"Njarðvík"
"2122",2122,35508,"Íbúðareign",111.5,1,2,1,510,"Garðabær: Sjáland"
"2123",2123,41355,"Raðhús",112.7,0,3,2,520,"Garðabær: Ásar"
"2124",2124,14360,"Íbúðareign",62.2,0,1,1,320,"Kópavogur: Austurbær"
"2125",2125,23483,"Íbúðareign",73,0,2,2,100,"Laugarneshverfi/Vogar"
"2126",2126,20436,"Íbúðareign",90.1,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"2127",2127,20490,"Íbúðareign",88.8,0,3,1,170,"Neðra-Breiðholt"
"2128",2128,14152,"Íbúðareign",107.7,0,3,1,3000,"Akranes"
"2129",2129,15434,"Einbýlishús",130.1,0,3,2,3000,"Akranes"
"2130",2130,12411,"Einbýlishús",130.6,0,4,1,6130,"Ólafsfjörður"
"2131",2131,23645,"Íbúðareign",90,0,2,1,6080,"Akureyri: Giljahverfi"
"2132",2132,31364,"Raðhús",108.4,0,2,1,6010,"Akureyri: Naustahverfi"
"2133",2133,12575,"Íbúðareign",85.1,0,2,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"2134",2134,29859,"Raðhús",100.9,0,3,1,8200,"Vestmannaeyjar"
"2135",2135,5240,"Íbúðareign",94.6,0,3,1,8200,"Vestmannaeyjar"
"2136",2136,23615,"Einbýlishús",150.8,0,3,2,8020,"Hveragerði"
"2137",2137,15679,"Íbúðareign",78,0,2,1,2010,"Vogar"
"2138",2138,26907,"Íbúðareign",99.7,1,2,1,640,"Hafnarfjörður - Ásland"
"2139",2139,18690,"Íbúðareign",68.6,0,1,1,500,"Garðabær"
"2140",2140,21903,"Íbúðareign",68.9,0,1,1,200,"Árbær"
"2141",2141,37420,"Íbúðareign",122.9,0,4,2,100,"Laugarneshverfi/Vogar"
"2142",2142,9300,"Íbúðareign",117.3,0,2,1,5010,"Hvammstangi"
"2143",2143,24993,"Íbúðareign",111.6,0,2,1,8200,"Vestmannaeyjar"
"2144",2144,31886,"Einbýlishús",174.4,0,5,1,8200,"Vestmannaeyjar"
"2145",2145,21354,"Íbúðareign",106.7,0,3,1,600,"Hafnarfjörður"
"2146",2146,19724,"Íbúðareign",84.2,0,2,1,600,"Hafnarfjörður"
"2147",2147,21500,"Íbúðareign",88.4,0,2,1,630,"Hafnarfjörður - Vellir"
"2148",2148,50438,"Parhús",179,0,4,1,650,"Hafnarfjörður - Setberg"
"2149",2149,23972,"Íbúðareign",75.7,0,1,1,510,"Garðabær: Sjáland"
"2150",2150,28975,"Íbúðareign",102.5,0,3,1,330,"Kópavogur: Hjallar, Smárar"
"2151",2151,21360,"Íbúðareign",104.2,0,3,2,320,"Kópavogur: Austurbær"
"2152",2152,10350,"Einbýlishús",94.8,0,3,1,7140,"Eskifjörður"
"2153",2153,18921,"Einbýlishús",143.6,0,5,1,2050,"Keflavík"
"2154",2154,19006,"Íbúðareign",70.3,0,1,1,630,"Hafnarfjörður - Vellir"
"2155",2155,23553,"Íbúðareign",72.4,0,2,1,400,"Seltjarnarnes"
"2156",2156,26986,"Íbúðareign",105.8,0,3,2,80,"Hlíðar"
"2157",2157,9191,"Íbúðareign",27.2,0,1,1,70,"Melar: Að sjó"
"2158",2158,23104,"Íbúðareign",92.2,0,2,2,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"2159",2159,64754,"Parhús",235.8,0,5,2,400,"Seltjarnarnes"
"2160",2160,21957,"Íbúðareign",92.1,0,2,1,110,"Bryggjuhverfi"
"2161",2161,21932,"Íbúðareign",69.7,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"2162",2162,32253,"Raðhús",137.4,0,4,3,200,"Árbær"
"2163",2163,17096,"Parhús",94.1,0,3,1,8170,"Hvolsvöllur"
"2164",2164,41587,"Einbýlishús",145.8,0,3,2,700,"Garðarbær: Álftanes"
"2165",2165,21810,"Íbúðareign",100.8,0,2,1,600,"Hafnarfjörður"
"2166",2166,56488,"Raðhús",171.9,0,3,1,520,"Garðabær: Ásar"
"2167",2167,26394,"Íbúðareign",86.7,1,2,1,640,"Hafnarfjörður - Ásland"
"2168",2168,24243,"Íbúðareign",91.7,0,2,1,500,"Garðabær"
"2169",2169,26169,"Íbúðareign",104.4,0,3,1,340,"Kópavogur: Lindir, Salir"
"2170",2170,19152,"Íbúðareign",74.8,0,2,1,300,"Kópavogur: Vesturbær"
"2171",2171,20390,"Íbúðareign",66.1,0,1,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"2172",2172,24494,"Einbýlishús",121.8,0,4,1,7110,"Egilsstaðir"
"2173",2173,13135,"Parhús",74.8,0,2,1,7110,"Egilsstaðir"
"2174",2174,14222,"Einbýlishús",60.1,0,7,1,7140,"Eskifjörður"
"2175",2175,20798,"Íbúðareign",86.9,0,2,1,91,"Háaleiti/Skeifa"
"2176",2176,20548,"Íbúðareign",93.9,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"2177",2177,21741,"Íbúðareign",89.6,0,2,1,220,"Selás"
"2178",2178,27415,"Íbúðareign",94.1,0,2,2,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"2179",2179,24937,"Íbúðareign",87,0,2,1,90,"Holt/Tún"
"2180",2180,22242,"Íbúðareign",80.7,0,3,1,320,"Kópavogur: Austurbær"
"2181",2181,23123,"Íbúðareign",95.5,0,2,1,90,"Holt/Tún"
"2182",2182,19774,"Íbúðareign",88.9,0,1,1,100,"Laugarneshverfi/Vogar"
"2183",2183,34566,"Íbúðareign",131.6,0,1,2,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"2184",2184,47828,"Einbýlishús",208.6,0,6,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"2185",2185,17888,"Íbúðareign",140.3,0,3,1,3000,"Akranes"
"2186",2186,33000,"Raðhús",127,0,2,1,3000,"Akranes"
"2187",2187,8000,"Einbýlishús",142.8,0,4,2,3000,"Akranes"
"2188",2188,16299,"Einbýlishús",133.7,0,5,1,5010,"Hvammstangi"
"2189",2189,21752,"Einbýlishús",141.4,0,5,1,6110,"Siglufjörður"
"2190",2190,24973,"Einbýlishús",153.8,0,4,2,8010,"Selfoss"
"2191",2191,22289,"Íbúðareign",90.8,0,2,1,340,"Kópavogur: Lindir, Salir"
"2192",2192,13700,"Íbúðareign",62.2,0,1,1,320,"Kópavogur: Austurbær"
"2193",2193,30846,"Einbýlishús",208,0,6,1,7110,"Egilsstaðir"
"2194",2194,24209,"Íbúðareign",86.1,0,2,1,160,"Hólar, Berg"
"2195",2195,16479,"Íbúðareign",59.4,0,1,1,100,"Laugarneshverfi/Vogar"
"2196",2196,19243,"Íbúðareign",107.1,0,3,2,161,"Fell"
"2197",2197,16800,"Íbúðareign",69.1,0,2,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"2198",2198,23493,"Íbúðareign",80.4,0,2,1,340,"Kópavogur: Lindir, Salir"
"2199",2199,20202,"Íbúðareign",78.3,0,2,1,150,"Seljahverfi"
"2200",2200,27989,"Íbúðareign",100.8,0,3,1,100,"Laugarneshverfi/Vogar"
"2201",2201,14996,"Íbúðareign",52.6,0,1,1,220,"Selás"
"2202",2202,22767,"Íbúðareign",79.6,1,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"2203",2203,22475,"Íbúðareign",62.7,0,1,1,280,"Fossvogur"
"2204",2204,25584,"Íbúðareign",81,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"2205",2205,7457,"Íbúðareign",109.5,0,4,1,2050,"Keflavík"
"2206",2206,20146,"Íbúðareign",85.6,0,2,1,640,"Hafnarfjörður - Ásland"
"2207",2207,28402,"Íbúðareign",119,0,3,1,640,"Hafnarfjörður - Ásland"
"2208",2208,20481,"Íbúðareign",58.8,0,1,1,300,"Kópavogur: Vesturbær"
"2209",2209,21062,"Íbúðareign",104.2,0,3,2,320,"Kópavogur: Austurbær"
"2210",2210,22900,"Íbúðareign",97.9,0,2,1,340,"Kópavogur: Lindir, Salir"
"2211",2211,41758,"Raðhús",156.4,0,4,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"2212",2212,19901,"Íbúðareign",92.6,1,1,1,270,"Norðlingaholt"
"2213",2213,13461,"Íbúðareign",54.8,0,1,1,220,"Selás"
"2214",2214,24945,"Íbúðareign",75.7,0,2,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"2215",2215,55727,"Raðhús",214.6,0,5,2,100,"Laugarneshverfi/Vogar"
"2216",2216,42641,"Raðhús",149.2,0,3,2,840,"Mosfellsbær: Höfðar, Hlíðar"
"2217",2217,17189,"Íbúðareign",58,0,1,1,620,"Hafarfjörður: Hvaleyrarholt"
"2218",2218,74379,"Einbýlishús",197.7,0,3,1,72,"Hagar/Melar vestan Hofsvallagötu"
"2219",2219,17993,"Íbúðareign",71.1,0,2,1,90,"Holt/Tún"
"2220",2220,18595,"Íbúðareign",67.2,0,1,1,70,"Melar: Að sjó"
"2221",2221,28854,"Íbúðareign",112.1,1,1,1,270,"Norðlingaholt"
"2222",2222,25479,"Íbúðareign",110.1,0,3,1,90,"Holt/Tún"
"2223",2223,9922,"Íbúðarhús",20.2,0,0,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"2224",2224,20624,"Íbúðareign",77.3,0,2,1,91,"Háaleiti/Skeifa"
"2225",2225,26127,"Íbúðareign",83.3,0,2,1,70,"Melar: Að sjó"
"2226",2226,13340,"Íbúðareign",75.1,1,2,1,160,"Hólar, Berg"
"2227",2227,41365,"Íbúðareign",128.6,0,4,1,100,"Laugarneshverfi/Vogar"
"2228",2228,11635,"Einbýlishús",52.2,0,2,1,3100,"Ólafsvík"
"2229",2229,4700,"Íbúðareign",43.2,0,1,1,5110,"Sauðárkrókur"
"2230",2230,9778,"Íbúðareign",95,0,3,1,6140,"Dalvík"
"2231",2231,14192,"Íbúðareign",89.9,0,2,1,6030,"Akureyri: Efri brekka"
"2232",2232,28752,"Einbýlishús",155.4,0,5,2,2060,"Grindavík"
"2233",2233,15567,"Íbúðareign",63.6,0,1,1,680,"Hafnarfjörður - Börð"
"2234",2234,29900,"Einbýlishús",155.8,0,3,1,7110,"Egilsstaðir"
"2235",2235,19695,"Parhús",84.4,0,2,1,7110,"Egilsstaðir"
"2236",2236,17559,"Íbúðareign",76.4,0,2,1,100,"Laugarneshverfi/Vogar"
"2237",2237,58765,"Einbýlishús",184.6,0,0,0,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"2238",2238,18588,"Íbúðareign",73.5,1,1,1,150,"Seljahverfi"
"2239",2239,18717,"Íbúðareign",96.5,0,3,2,200,"Árbær"
"2240",2240,23479,"Íbúðareign",86.6,0,2,2,90,"Holt/Tún"
"2241",2241,24330,"Íbúðareign",100.4,0,2,2,91,"Háaleiti/Skeifa"
"2242",2242,26482,"Íbúðareign",106.5,0,3,1,210,"Ártúnsholt/Höfðar"
"2243",2243,16922,"Íbúðareign",53,0,0,0,20,"Miðbær: Frá Tjörn að Snorrabraut"
"2244",2244,111241,"Einbýlishús",324.7,0,7,3,80,"Hlíðar"
"2245",2245,20173,"Íbúðareign",107.1,0,3,2,161,"Fell"
"2246",2246,25348,"Íbúðareign",92.2,0,2,1,800,"Mosfellsbær"
"2247",2247,27981,"Einbýlishús",86.7,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"2248",2248,19886,"Íbúðareign",82.1,0,1,2,283,"Hvassaleiti"
"2249",2249,31991,"Íbúðareign",118.1,0,2,2,90,"Holt/Tún"
"2250",2250,55564,"Íbúðareign",156.9,0,2,2,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"2251",2251,11818,"Íbúðareign",84.2,0,2,1,8200,"Vestmannaeyjar"
"2252",2252,71052,"Einbýlishús",202.8,0,5,1,350,"Kópavogur: Hvörf, Þing"
"2253",2253,9500,"Einbýlishús",123.5,0,6,2,7160,"Fáskrúðsfjöður"
"2254",2254,10550,"Íbúðareign",91.6,0,2,1,7210,"Höfn"
"2255",2255,16289,"Íbúðareign",85.2,0,1,1,3000,"Akranes"
"2256",2256,82486,"Íbúðareign",202.7,0,3,1,72,"Hagar/Melar vestan Hofsvallagötu"
"2257",2257,47997,"Einbýlishús",158.3,0,2,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"2258",2258,25200,"Íbúðareign",131,0,3,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"2259",2259,14186,"Íbúðareign",47.2,0,1,1,100,"Laugarneshverfi/Vogar"
"2260",2260,44545,"Parhús",141.2,0,4,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"2261",2261,38809,"Einbýlishús",165,0,4,1,810,"Mosfellsbær: Teigar, Krikar"
"2262",2262,22892,"Íbúðareign",65.3,0,1,1,281,"Réttarholt"
"2263",2263,23983,"Raðhús",134.2,0,4,2,161,"Fell"
